AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
209,148,Manju R.,53,1,A1
210,149,Naveen N.,30,1,A1
211,149,Lokesh K.,30,1,A2
212,150,Ramesh S.,40,1,A1
213,151,Ramesh S.,40,1,A1
214,152,Santosh K.,30,1,A1
215,153,Imran S.,30,2,A1
216,154,Imran S.,30,2,A1
217,154,Shankar T.,21,1,A2
218,155,Shankar T.,21,1,A1
219,156,Ramesh S.,40,1,A1
220,157,Ramesh S.,40,1,A1
221,158,Mahesh K.,21,1,A1
222,159,Vinod T.,21,2,A1
223,159,Basava T.,30,1,A2
224,159,Ramesh S.,40,1,A3
225,160,Shankar T.,21,1,A1
226,161,Suresh D.,21,1,A1
227,162,Ravi H.,30,1,A1
228,163,Santosh B.,21,2,A1
229,164,Nagaraj D.,21,1,A1
230,164,Santosh T.,40,1,A2
231,164,Suresh D.,21,1,A3
232,165,Santosh T.,40,1,A1
233,165,Nagaraj D.,21,1,A2
234,166,Mallesh N.,21,1,A1
235,167,Santosh B.,21,2,A1
236,167,Ravi H.,30,1,A2
237,168,Suresh T.,21,2,A1
238,169,Roopa D.,53,1,A1
239,169,Latha K.,30,1,A2
240,170,Latha K.,30,1,A1
241,170,Roopa D.,53,1,A2
242,171,Santosh T.,40,1,A1
243,172,Latha N.,30,2,A1
244,173,Prakash N.,21,1,A1
245,173,Ravi H.,30,1,A2
246,174,Roopa D.,53,1,A1
247,175,Santosh T.,40,1,A1
248,176,Santosh T.,40,1,A1
249,177,Suresh T.,21,2,A1
250,177,Girish G.,40,1,A2
251,177,Prakash N.,21,1,A3
252,178,Mallesh N.,21,1,A1
253,178,Ravi H.,30,1,A2
254,179,Mallesh N.,21,1,A1
255,180,Nagaraj D.,21,1,A1
256,181,Anil T.,40,1,A1
257,181,Prakash D.,21,1,A2
258,182,Naveen H.,40,1,A1
259,182,Anil T.,40,1,A2
260,183,Anil T.,40,1,A1
261,183,Roopa H.,21,1,A2
262,183,Manju M.,30,1,A3
263,184,Santosh H.,21,1,A1
264,185,Girish T.,53,1,A1
265,185,Anil T.,40,1,A2
266,186,Girish T.,53,1,A1
267,187,Girish T.,53,1,A1
268,188,Prakash M.,30,1,A1
269,188,Manju M.,30,1,A2
270,189,Prakash M.,30,1,A1
271,190,Suresh S.,30,1,A1
272,190,Girish T.,53,1,A2
273,191,Santosh H.,21,1,A1
274,192,Suresh S.,30,1,A1
275,193,Roopa K.,40,2,A1
276,193,Manju S.,30,1,A2
277,194,Roopa K.,40,2,A1
278,194,Naveen H.,40,1,A2
279,195,Anil T.,40,1,A1
280,196,Anil T.,40,1,A1
281,196,Prakash D.,21,1,A2
282,197,Girish T.,53,1,A1
283,198,Manju S.,30,1,A1
284,198,Girish T.,53,1,A2
285,198,Manju M.,30,1,A3
286,199,Manju S.,30,1,A1
287,200,Roopa K.,53,1,A1
288,201,Kiran S.,21,2,A1
289,202,Roopa N.,40,1,A1
290,203,Santosh P.,21,2,A1
291,204,Roopa N.,40,1,A1
292,204,Shankar B.,30,1,A2
293,205,Santosh H.,21,2,A1
294,205,Girish D.,30,1,A2
295,206,Santosh P.,21,2,A1
296,207,Girish D.,30,1,A1
297,208,Mallesh M.,53,1,A1
298,209,Santosh H.,21,2,A1
299,209,Girish D.,30,1,A2
300,210,Shankar B.,30,1,A1
301,211,Roopa N.,40,1,A1
302,212,Kiran S.,21,2,A1
303,212,Santosh H.,21,2,A2
304,213,Yusuf P.,40,2,A1
305,213,Girish D.,30,1,A2
306,214,Girish D.,30,1,A1
307,215,Anil H.,21,1,A1
308,215,Arjun R.,30,1,A2
309,215,Kavya N.,21,1,A3
310,216,Kiran S.,21,2,A1
311,217,Kavya N.,21,1,A1
312,217,Santosh H.,21,2,A2
313,217,Anil H.,21,1,A3
314,218,Kavya N.,21,1,A1
315,218,Shankar M.,53,2,A2
316,219,Basava B.,21,2,A1
317,220,Arjun R.,30,1,A1
318,221,Manju K.,65,1,A1
319,221,Santosh V.,21,2,A2
320,221,Prakash D.,40,1,A3
321,222,Manju K.,65,1,A1
322,223,Latha R.,21,1,A1
323,224,Manju G.,21,2,A1
324,225,Prakash D.,40,1,A1
325,225,Latha R.,21,1,A2
326,226,Prakash D.,40,1,A1
327,227,Lokesh V.,30,1,A1
328,228,Manju G.,21,2,A1
329,229,Yusuf B.,53,1,A1
330,229,Santosh V.,21,2,A2
331,229,Latha R.,21,1,A3
332,230,Arjun S.,53,1,A1
333,230,Prakash D.,40,1,A2
334,231,Santosh V.,21,2,A1
335,232,Yusuf B.,53,1,A1
336,233,Naveen H.,21,1,A1
337,234,Imran T.,53,1,A1
338,234,Latha R.,21,1,A2
339,235,Naveen H.,21,1,A1
340,236,Imran T.,53,1,A1
341,237,Mallesh V.,30,1,A1
342,237,Yusuf B.,53,1,A2
343,238,Naveen H.,21,1,A1
344,239,Latha R.,21,1,A1
345,239,Mallesh V.,30,1,A2
346,240,Imran T.,53,1,A1
347,241,Vinod R.,30,1,A1
348,242,Latha D.,40,1,A1
349,243,Manju K.,30,1,A1
350,244,Latha D.,40,1,A1
351,244,Roopa D.,30,2,A2
352,245,Manju K.,30,1,A1
353,246,Deepa D.,21,2,A1
354,246,Prakash B.,40,1,A2
355,247,Kavya R.,40,1,A1
356,247,Deepa D.,21,2,A2
357,247,Suresh V.,40,1,A3
358,248,Vinod M.,30,1,A1
359,249,Roopa D.,30,2,A1
360,249,Deepa D.,21,2,A2
361,250,Latha D.,40,1,A1
362,251,Santosh P.,40,1,A1
363,252,Vinod M.,30,1,A1
364,252,Deepa D.,21,2,A2
365,253,Manju K.,30,1,A1
366,253,Latha D.,40,1,A2
367,254,Roopa D.,30,2,A1
368,254,Latha D.,40,1,A2
369,255,Roopa D.,53,1,A1
370,256,Kavya R.,40,1,A1
371,257,Vinod M.,30,1,A1
372,258,Deepa D.,21,2,A1
373,258,Roopa D.,30,2,A2
374,259,Prakash B.,40,1,A1
375,260,Vinod R.,30,1,A1
376,261,Shankar S.,40,2,A1
377,262,Shankar K.,21,1,A1
378,263,Shankar V.,40,1,A1
379,264,Shankar S.,40,2,A1
380,265,Arjun S.,53,2,A1
381,266,Imran N.,21,1,A1
382,267,Prakash V.,40,2,A1
383,267,Mallesh D.,21,2,A2
384,268,Prakash N.,30,1,A1
385,269,Shankar V.,40,1,A1
386,270,Prakash N.,30,1,A1
387,271,Mallesh K.,65,1,A1
388,272,Mallesh D.,21,2,A1
389,273,Imran N.,21,1,A1
390,274,Latha N.,21,1,A1
391,274,Deepa B.,21,1,A2
392,275,Imran N.,21,1,A1
393,276,Shankar V.,40,1,A1
394,276,Kiran K.,30,2,A2
395,277,Shankar S.,40,2,A1
396,278,Prakash V.,40,2,A1
397,279,Latha N.,21,1,A1
398,280,Anil K.,30,3,A1
399,281,Vinod M.,30,1,A1
400,282,Prakash K.,30,1,A1
401,283,Basava R.,21,1,A1
402,284,Prakash V.,40,1,A1
403,285,Ramesh S.,40,2,A1
404,286,Shankar H.,30,2,A1
405,286,Vinod M.,30,1,A2
406,287,Shankar H.,30,2,A1
407,288,Vinod M.,30,1,A1
408,288,Prakash K.,30,1,A2
409,289,Prakash K.,30,1,A1
410,290,Prakash K.,30,1,A1
411,291,Manju D.,30,1,A1
412,292,Manju D.,30,1,A1
413,293,Nagaraj P.,30,1,A1
414,294,Basava R.,21,1,A1
415,294,Roopa H.,40,1,A2
416,294,Vinod M.,30,1,A3
417,295,Shankar H.,30,2,A1
418,295,Nagaraj P.,30,1,A2
419,296,Vinod M.,30,1,A1
420,296,Roopa G.,40,2,A2
421,297,Roopa G.,40,2,A1
422,298,Vinod M.,30,1,A1
423,299,Latha B.,30,1,A1
424,299,Roopa G.,40,2,A2
425,300,Basava R.,21,1,A1
426,300,Prakash V.,40,1,A2
427,300,Latha B.,30,1,A3
428,301,Ravi K.,21,1,A1
429,302,Kiran S.,21,1,A1
430,303,Manju N.,21,2,A1
431,304,Yusuf P.,30,1,A1
432,305,Yusuf P.,30,1,A1
433,306,Santosh T.,30,1,A1
434,306,Mallesh D.,30,1,A2
435,307,Basava D.,30,2,A1
436,308,Kiran S.,21,1,A1
437,308,Ravi K.,21,1,A2
438,308,Santosh T.,30,1,A3
439,309,Mallesh D.,30,1,A1
440,310,Ravi K.,21,1,A1
441,311,Yusuf P.,30,1,A1
442,312,Lokesh P.,40,1,A1
443,312,Ravi P.,21,1,A2
444,313,Mallesh D.,30,1,A1
445,314,Roopa V.,40,1,A1
446,314,Kiran S.,21,1,A2
447,315,Roopa V.,40,1,A1
448,315,Yusuf P.,30,1,A2
449,316,Basava D.,30,2,A1
450,317,Mallesh D.,30,1,A1
451,317,Yusuf P.,30,1,A2
452,317,Ravi K.,21,1,A3
453,318,Santosh T.,30,1,A1
454,318,Ravi K.,21,1,A2
455,319,Ravi K.,21,1,A1
456,320,Roopa V.,40,1,A1
457,320,Kiran S.,21,1,A2
458,320,Basava K.,53,1,A3
459,321,Mallesh P.,40,1,A1
460,321,Ravi V.,53,1,A2
461,322,Mallesh P.,40,1,A1
462,322,Naveen D.,30,2,A2
463,323,Girish B.,21,2,A1
464,323,Yusuf D.,21,1,A2
465,323,Anil S.,65,1,A3
466,324,Girish B.,21,2,A1
467,325,Yusuf D.,21,1,A1
468,326,Girish B.,21,2,A1
469,327,Girish B.,21,2,A1
470,328,Naveen K.,21,2,A1
471,328,Girish B.,21,2,A2
472,329,Naveen D.,30,2,A1
473,329,Kavya M.,30,1,A2
474,330,Kavya M.,30,1,A1
475,330,Girish B.,21,2,A2
476,331,Mallesh P.,30,2,A1
477,331,Girish B.,21,2,A2
478,332,Anil S.,65,1,A1
479,333,Mallesh P.,30,2,A1
480,334,Anil S.,65,1,A1
481,334,Deepa N.,40,1,A2
482,335,Deepa N.,40,1,A1
483,336,Deepa N.,40,1,A1
484,337,Deepa N.,40,1,A1
485,338,Kavya M.,30,1,A1
486,338,Deepa N.,40,1,A2
487,339,Mallesh P.,40,1,A1
488,339,Deepa N.,40,1,A2
489,339,Girish B.,21,2,A3
490,340,Kavya M.,30,1,A1
491,340,Santosh P.,30,1,A2
492,340,Girish B.,21,2,A3
493,341,Manju N.,53,1,A1
494,342,Basava P.,30,2,A1
495,342,Ramesh H.,30,1,A2
496,343,Basava P.,30,2,A1
497,343,Lokesh S.,30,2,A2
498,344,Manju N.,53,1,A1
499,345,Imran M.,30,2,A1
500,346,Shankar V.,40,1,A1
501,346,Manju N.,53,1,A2
502,347,Arjun P.,21,1,A1
503,347,Mallesh V.,40,1,A2
504,348,Lokesh S.,30,2,A1
505,349,Arjun P.,21,1,A1
506,350,Ramesh H.,30,1,A1
507,351,Mallesh V.,40,1,A1
508,352,Lokesh S.,30,2,A1
509,353,Basava P.,30,2,A1
510,353,Basava P.,40,1,A2
511,354,Ramesh H.,30,1,A1
512,355,Mallesh V.,40,1,A1
513,356,Imran N.,65,1,A1
514,357,Basava P.,30,2,A1
515,358,Ramesh H.,30,1,A1
516,358,Mahesh T.,40,2,A2
517,358,Basava P.,30,2,A3
518,359,Imran N.,65,1,A1
519,360,Basava P.,30,2,A1
520,361,Basava P.,53,3,A1
521,362,Mallesh K.,53,1,A1
522,363,Arjun D.,21,1,A1
523,363,Mallesh B.,53,2,A2
524,364,Prakash D.,21,1,A1
525,364,Manju N.,65,2,A2
526,364,Basava P.,53,3,A3
527,365,Arjun D.,21,1,A1
528,365,Mallesh S.,53,2,A2
529,366,Mallesh S.,53,2,A1
530,367,Arjun D.,21,1,A1
531,368,Manju N.,65,2,A1
532,369,Basava P.,53,3,A1
533,370,Latha D.,21,1,A1
534,371,Latha D.,21,1,A1
535,372,Basava P.,53,3,A1
536,373,Girish N.,21,1,A1
537,374,Manju N.,65,2,A1
538,375,Girish N.,21,1,A1
539,375,Anil T.,30,1,A2
540,376,Latha D.,21,1,A1
541,376,Prakash D.,21,1,A2
542,376,Mallesh S.,53,2,A3
543,377,Mallesh S.,53,2,A1
544,378,Mallesh H.,30,1,A1
545,379,Anil T.,30,1,A1
546,380,Roopa M.,30,1,A1
547,380,Basava P.,53,3,A2
548,380,Mallesh H.,30,1,A3
549,381,Girish S.,21,1,A1
550,382,Arjun D.,30,1,A1
551,383,Nagaraj H.,21,1,A1
552,383,Mallesh R.,30,1,A2
553,383,Girish H.,40,1,A3
554,384,Mallesh R.,30,1,A1
555,384,Arjun D.,30,1,A2
556,384,Girish H.,40,1,A3
557,385,Basava V.,30,1,A1
558,386,Nagaraj H.,21,1,A1
559,387,Mallesh R.,30,1,A1
560,388,Girish S.,21,1,A1
561,389,Ramesh V.,30,1,A1
562,389,Girish H.,40,1,A2
563,390,Girish H.,40,1,A1
564,390,Kavya D.,21,1,A2
565,391,Arjun D.,30,1,A1
566,392,Girish S.,21,1,A1
567,392,Nagaraj H.,21,1,A2
568,393,Basava V.,30,1,A1
569,394,Ramesh V.,30,1,A1
570,395,Kavya D.,21,1,A1
571,395,Girish S.,21,1,A2
572,395,Santosh R.,40,1,A3
573,396,Arjun T.,21,2,A1
574,397,Arjun T.,21,2,A1
575,397,Arjun D.,30,1,A2
576,398,Nagaraj H.,21,1,A1
577,399,Ramesh N.,53,2,A1
578,400,Santosh R.,40,1,A1
579,401,Manju R.,40,1,A1
580,402,Manju R.,40,1,A1
581,403,Suresh K.,53,1,A1
582,403,Shankar R.,30,1,A2
583,404,Manju R.,40,1,A1
584,405,Manju R.,40,1,A1
585,405,Kiran K.,30,1,A2
586,406,Imran M.,21,2,A1
587,407,Manju R.,40,1,A1
588,408,Kavya K.,40,1,A1
589,408,Suresh K.,53,1,A2
590,408,Manju R.,40,1,A3
591,409,Suresh R.,65,1,A1
592,409,Mallesh R.,40,2,A2
593,409,Kavya K.,40,1,A3
594,410,Ravi B.,53,2,A1
595,410,Suresh K.,53,1,A2
596,411,Shankar R.,30,1,A1
597,412,Ravi B.,53,2,A1
598,412,Manju R.,40,1,A2
599,413,Manju R.,40,1,A1
600,414,Shankar R.,30,1,A1
601,415,Manju R.,40,1,A1
602,416,Manju R.,40,1,A1
603,417,Shankar R.,30,1,A1
604,418,Kavya K.,40,1,A1
605,419,Shankar R.,30,1,A1
606,420,Mallesh R.,40,2,A1
607,420,Kiran K.,30,1,A2
608,421,Santosh M.,40,1,A1
609,421,Imran P.,53,2,A2
610,422,Anil B.,21,2,A1
611,422,Lokesh K.,30,2,A2
612,423,Anil G.,21,1,A1
613,424,Santosh M.,40,1,A1
614,425,Lokesh K.,30,2,A1
615,426,Imran P.,53,2,A1
616,426,Santosh G.,30,1,A2
617,427,Santosh G.,30,1,A1
618,427,Santosh M.,40,1,A2
619,428,Suresh B.,21,1,A1
620,429,Vinod G.,30,1,A1
621,429,Girish K.,53,2,A2
622,430,Santosh G.,30,1,A1
623,431,Anil B.,21,2,A1
624,432,Santosh G.,30,1,A1
625,433,Girish K.,53,2,A1
626,434,Santosh G.,30,1,A1
627,435,Santosh M.,40,1,A1
628,435,Suresh B.,21,1,A2
629,436,Santosh M.,40,1,A1
630,436,Ravi N.,40,1,A2
631,436,Anil G.,21,1,A3
632,437,Anil B.,21,2,A1
633,438,Santosh M.,40,1,A1
634,439,Santosh G.,30,1,A1
635,440,Anil B.,21,2,A1
636,440,Vinod G.,30,1,A2
637,440,Girish K.,53,2,A3
638,441,Girish H.,40,1,A1
639,441,Manju K.,21,1,A2
640,442,Vinod K.,30,3,A1
641,443,Deepa R.,40,1,A1
642,444,Mallesh S.,40,1,A1
643,444,Girish H.,40,1,A2
644,445,Vinod K.,30,3,A1
645,445,Mahesh D.,30,1,A2
646,446,Suresh H.,21,1,A1
647,446,Ravi B.,30,2,A2
648,447,Mahesh D.,30,1,A1
649,447,Roopa T.,40,2,A2
650,448,Girish M.,53,1,A1
651,448,Manju V.,40,1,A2
652,448,Girish H.,40,1,A3
653,449,Girish H.,40,1,A1
654,449,Prakash R.,21,1,A2
655,450,Girish H.,40,1,A1
656,451,Lokesh V.,30,2,A1
657,452,Vinod K.,30,3,A1
658,453,Deepa V.,30,1,A1
659,454,Santosh H.,40,1,A1
660,455,Prakash N.,30,1,A1
661,455,Shankar G.,40,1,A2
662,455,Prakash V.,30,1,A3
663,456,Deepa R.,40,1,A1
664,457,Manju V.,40,1,A1
665,458,Santosh H.,40,1,A1
666,459,Basava N.,53,1,A1
667,460,Lokesh M.,30,1,A1
668,461,Mahesh V.,53,2,A1
669,462,Mallesh P.,65,1,A1
670,463,Kavya V.,30,1,A1
671,464,Santosh H.,40,1,A1
672,464,Mahesh D.,30,1,A2
673,465,Nagaraj R.,53,1,A1
674,465,Mallesh P.,65,1,A2
675,466,Deepa R.,40,1,A1
676,467,Santosh P.,21,1,A1
677,467,Suresh H.,21,1,A2
678,468,Naveen D.,21,2,A1
679,469,Shankar M.,21,1,A1
680,470,Nagaraj R.,53,1,A1
681,471,Shankar N.,30,1,A1
682,472,Girish H.,40,1,A1
683,473,Kavya V.,30,1,A1
684,474,Lokesh M.,30,1,A1
685,475,Roopa T.,40,2,A1
686,475,Vinod K.,30,3,A2
687,476,Mallesh S.,40,1,A1
688,476,Vinod K.,30,3,A2
689,477,Girish H.,40,1,A1
690,477,Arjun G.,30,2,A2
691,477,Arjun N.,21,1,A3
692,478,Girish M.,53,1,A1
693,478,Kavya V.,30,1,A2
694,479,Mahesh D.,30,1,A1
695,479,Manju V.,40,1,A2
696,480,Prakash R.,21,1,A1
697,480,Lokesh M.,30,1,A2
698,481,Vinod K.,30,3,A1
699,482,Mallesh S.,40,1,A1
700,483,Arjun G.,30,2,A1
701,483,Santosh P.,21,1,A2
702,484,Mallesh P.,65,1,A1
703,485,Deepa R.,40,1,A1
704,486,Deepa R.,40,1,A1
705,487,Vinod K.,30,3,A1
706,488,Deepa R.,40,1,A1
707,489,Deepa V.,30,1,A1
708,489,Yusuf K.,30,2,A2
709,490,Prakash R.,21,1,A1
710,491,Manju K.,21,1,A1
711,491,Lokesh V.,30,2,A2
712,492,Lokesh M.,30,1,A1
713,492,Kavya V.,30,1,A2
714,493,Arjun G.,30,2,A1
715,494,Naveen D.,21,2,A1
716,495,Nagaraj M.,30,1,A1
717,495,Santosh P.,21,1,A2
718,495,Nagaraj D.,21,1,A3
719,496,Nagaraj D.,21,1,A1
720,497,Shankar G.,40,1,A1
721,498,Nagaraj M.,30,1,A1
722,499,Mallesh S.,40,1,A1
723,500,Kavya V.,30,1,A1
724,501,Vinod K.,30,3,A1
725,502,Kavya T.,21,1,A1
726,503,Roopa D.,30,1,A1
727,504,Santosh M.,21,2,A1
728,505,Roopa D.,30,1,A1
729,505,Kavya T.,21,1,A2
730,506,Lokesh B.,21,1,A1
731,507,Kavya T.,21,1,A1
732,507,Deepa P.,21,2,A2
733,508,Roopa R.,30,1,A1
734,509,Roopa R.,30,1,A1
735,510,Lokesh S.,40,1,A1
736,510,Kavya T.,21,1,A2
737,511,Ramesh S.,40,1,A1
738,512,Nagaraj K.,30,1,A1
739,513,Roopa D.,30,1,A1
740,514,Ramesh S.,40,1,A1
741,514,Kavya T.,21,1,A2
742,515,Roopa R.,30,1,A1
743,515,Lokesh S.,40,1,A2
744,516,Kavya T.,21,1,A1
745,516,Lokesh B.,21,1,A2
746,516,Roopa D.,30,1,A3
747,517,Prakash P.,21,1,A1
748,518,Roopa R.,30,1,A1
749,519,Ramesh S.,40,1,A1
750,520,Kavya T.,21,1,A1
751,520,Roopa B.,53,2,A2
752,521,Lokesh S.,40,1,A1
753,522,Prakash G.,53,1,A1
754,523,Kiran T.,40,2,A1
755,524,Ramesh S.,21,1,A1
756,525,Arjun N.,53,1,A1
757,525,Nagaraj D.,21,2,A2
758,525,Santosh N.,30,1,A3
759,526,Anil B.,30,1,A1
760,527,Manju G.,40,2,A1
761,528,Ramesh T.,40,1,A1
762,528,Anil B.,30,1,A2
763,528,Arjun N.,53,1,A3
764,529,Ramesh T.,40,1,A1
765,530,Ramesh S.,21,1,A1
766,531,Kiran S.,40,1,A1
767,532,Kiran T.,40,2,A1
768,532,Santosh N.,30,1,A2
769,533,Nagaraj D.,21,2,A1
770,534,Anil B.,30,1,A1
771,534,Nagaraj D.,21,2,A2
772,535,Nagaraj D.,21,2,A1
773,536,Anil B.,30,1,A1
774,537,Anil B.,30,1,A1
