ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
158,158,Lokesh T.,39,3,1,2,1
159,159,Prakash T.,70,9,1,3,1
160,160,Lokesh R.,57,8,1,2,1
161,161,Manju S.,29,4,1,1,1
162,162,Manju T.,38,7,3,3,1
163,163,Yusuf K.,25,1,1,2,1
164,164,Prakash H.,52,1,1,3,1
165,165,Imran D.,43,7,1,3,1
166,166,Imran G.,43,1,1,1,2
167,167,Anil K.,18,3,1,3,1
168,168,Santosh V.,21,2,2,5,2
169,169,Imran B.,57,9,1,1,1
170,170,Yusuf V.,23,7,2,1,2
171,171,Latha H.,48,4,1,3,1
172,172,Kavya D.,27,1,1,3,1
173,173,Deepa D.,35,8,1,3,2
174,174,Kiran P.,28,8,1,1,1
175,175,Basava K.,33,7,1,1,1
176,176,Shankar M.,31,8,5,4,1
177,177,Ramesh G.,42,7,1,3,1
178,178,Yusuf G.,51,5,2,3,1
179,179,Roopa H.,44,6,1,4,1
180,180,Santosh G.,66,8,1,3,1
181,181,Manju M.,53,9,1,2,1
182,182,Anil H.,34,2,1,3,2
183,183,Vinod R.,36,3,1,4,1
184,184,Mahesh S.,67,2,2,3,1
185,185,Deepa G.,48,8,1,3,2
186,186,Prakash P.,45,5,1,3,1
187,187,Nagaraj S.,48,7,1,3,2
188,188,Vinod B.,19,1,1,3,1
189,189,Naveen G.,58,3,1,2,1
190,190,Basava S.,29,4,1,1,2
191,191,Nagaraj N.,46,6,1,4,1
192,192,Imran D.,65,7,1,3,1
193,193,Kiran B.,36,2,1,2,1
194,194,Girish G.,32,4,1,1,1
195,195,Kiran K.,52,8,3,1,1
196,196,Suresh N.,67,4,1,1,1
197,197,Yusuf T.,20,2,1,1,2
198,198,Mallesh P.,62,8,1,1,1
199,199,Lokesh K.,62,6,1,1,1
200,200,Shankar N.,52,5,1,3,1
201,201,Latha G.,65,2,1,3,1
202,202,Yusuf G.,70,1,1,3,1
203,203,Ramesh R.,38,4,1,3,1
204,204,Nagaraj B.,68,3,1,2,1
205,205,Yusuf G.,21,8,1,3,1
206,206,Naveen M.,48,3,1,3,1
207,207,Naveen D.,54,9,1,3,1
208,208,Mahesh S.,66,1,1,4,1
209,209,Girish V.,60,1,1,1,1
210,210,Naveen P.,56,2,1,3,1
211,211,Suresh D.,34,6,2,4,2
212,212,Kiran R.,59,8,1,4,1
213,213,Naveen S.,64,5,1,5,1
214,214,Kavya V.,32,3,1,1,1
215,215,Vinod G.,32,3,4,4,2
216,216,Roopa T.,54,6,1,4,1
217,217,Shankar P.,28,7,1,1,1
218,218,Mallesh S.,63,9,1,4,1
219,219,Kiran S.,67,2,1,3,1
220,220,Lokesh V.,60,6,1,1,1
221,221,Yusuf P.,49,4,2,1,2
222,222,Anil D.,39,6,1,3,1
223,223,Deepa N.,54,1,1,3,1
224,224,Mallesh B.,63,1,1,3,1
225,225,Shankar B.,27,7,1,5,2
226,226,Nagaraj N.,19,9,1,2,1
227,227,Mahesh H.,38,1,2,4,1
228,228,Roopa V.,58,4,1,3,2
229,229,Shankar D.,59,1,1,1,1
230,230,Mahesh V.,54,3,1,4,1
231,231,Basava V.,68,3,1,1,1
232,232,Girish B.,49,8,1,1,1
233,233,Mahesh M.,55,8,4,3,1
234,234,Prakash P.,26,5,1,2,1
235,235,Mallesh V.,45,2,1,3,1
236,236,Kavya P.,62,4,1,3,1
237,237,Kavya T.,39,4,3,4,1
238,238,Shankar P.,23,4,1,4,1
239,239,Mallesh R.,49,3,1,1,1
240,240,Nagaraj H.,32,8,1,3,1
241,241,Mallesh D.,67,4,1,4,2
242,242,Lokesh V.,59,6,1,1,1
243,243,Girish V.,18,5,2,3,1
244,244,Manju B.,52,4,1,4,2
245,245,Nagaraj V.,33,4,1,3,1
246,246,Ramesh M.,20,6,1,1,1
247,247,Arjun V.,69,9,1,1,1
248,248,Mahesh H.,28,3,2,1,1
249,249,Mallesh S.,31,1,1,3,1
250,250,Yusuf D.,31,2,1,4,1
251,251,Anil M.,33,1,1,3,1
252,252,Roopa P.,29,9,1,4,1
253,253,Basava H.,49,2,1,3,2
254,254,Deepa K.,45,3,1,4,1
255,255,Imran P.,67,9,1,1,1
256,256,Naveen T.,21,6,2,3,1
257,257,Latha M.,59,1,2,3,1
258,258,Latha N.,46,3,1,2,1
259,259,Yusuf K.,36,2,1,2,1
260,260,Naveen P.,55,2,1,3,1
261,261,Girish V.,32,1,1,1,1
262,262,Santosh B.,43,9,2,3,1
263,263,Nagaraj G.,64,3,1,3,2
264,264,Mallesh V.,66,4,1,4,2
265,265,Shankar G.,29,3,1,1,1
266,266,Kavya K.,27,8,2,1,1
267,267,Roopa S.,52,4,1,4,1
268,268,Kiran H.,32,7,1,3,2
269,269,Ravi T.,70,1,1,3,1
270,270,Santosh H.,55,3,1,1,1
271,271,Kavya B.,40,1,1,4,1
272,272,Mallesh V.,29,9,3,1,1
273,273,Imran R.,53,3,4,3,1
274,274,Lokesh B.,30,5,5,1,1
275,275,Arjun P.,32,6,1,1,1
276,276,Arjun P.,50,7,1,4,1
277,277,Mallesh S.,49,3,1,3,1
278,278,Ravi V.,20,6,1,4,1
279,279,Prakash K.,52,7,1,4,1
280,280,Yusuf M.,52,5,1,1,1
281,281,Yusuf K.,30,4,1,1,1
282,282,Nagaraj S.,33,7,1,2,1
283,283,Prakash R.,35,2,1,3,1
284,284,Nagaraj D.,69,1,1,4,2
285,285,Vinod N.,23,8,1,1,2
286,286,Nagaraj B.,47,8,1,3,1
287,287,Kiran N.,29,1,1,4,1
288,288,Lokesh N.,62,4,1,3,2
289,289,Vinod N.,65,1,1,4,1
290,290,Lokesh T.,42,3,1,1,1
291,291,Girish D.,41,8,2,1,1
292,292,Vinod T.,41,4,1,4,2
293,293,Vinod S.,63,2,1,2,1
294,294,Prakash T.,50,1,1,3,2
295,295,Ravi M.,47,4,1,3,2
296,296,Roopa G.,23,5,1,5,1
297,297,Roopa S.,40,2,1,3,1
298,298,Yusuf D.,63,7,1,3,1
299,299,Suresh H.,24,4,1,3,1
300,300,Roopa N.,39,8,2,1,2
301,301,Arjun G.,49,2,1,2,1
302,302,Imran T.,45,9,1,1,1
303,303,Mahesh P.,69,3,1,1,2
304,304,Prakash H.,20,1,1,1,2
305,305,Anil T.,21,3,1,3,2
306,306,Naveen S.,25,6,1,3,2
307,307,Basava G.,44,9,3,3,2
308,308,Santosh H.,36,4,2,4,1
309,309,Lokesh N.,23,8,1,4,1
310,310,Basava H.,25,7,2,1,1
311,311,Mahesh N.,36,8,1,3,1
312,312,Lokesh P.,22,7,1,3,1
313,313,Lokesh P.,48,3,1,3,1
314,314,Shankar N.,31,7,1,1,1
315,315,Imran D.,46,5,1,1,1
316,316,Roopa H.,54,2,3,3,2
317,317,Naveen G.,29,4,2,3,1
318,318,Shankar G.,24,5,1,3,1
319,319,Latha V.,61,8,1,3,1
320,320,Suresh K.,70,8,1,1,1
321,321,Ravi R.,65,9,1,2,1
322,322,Yusuf G.,25,7,1,3,2
323,323,Vinod R.,61,4,3,3,1
324,324,Suresh N.,44,9,1,3,1
325,325,Arjun G.,69,4,1,2,1
326,326,Imran V.,25,9,1,1,1
327,327,Imran G.,47,9,2,3,2
328,328,Roopa P.,29,4,1,1,1
329,329,Latha K.,45,1,3,3,1
330,330,Yusuf R.,62,9,1,1,1
331,331,Ramesh N.,64,1,2,1,1
332,332,Deepa V.,45,8,1,1,2
333,333,Vinod S.,50,3,2,1,2
334,334,Arjun P.,35,6,1,4,1
335,335,Imran H.,40,9,1,3,1
336,336,Vinod R.,24,9,1,3,1
337,337,Vinod K.,67,5,1,4,1
338,338,Mallesh G.,31,8,2,1,1
339,339,Naveen V.,58,5,2,3,2
340,340,Shankar D.,51,8,1,3,1
341,341,Nagaraj R.,49,9,1,1,1
342,342,Imran G.,39,6,2,3,2
343,343,Prakash K.,56,5,1,3,1
344,344,Yusuf D.,63,2,1,3,1
345,345,Lokesh D.,60,8,3,1,1
346,346,Ravi G.,59,3,1,3,1
347,347,Yusuf T.,42,9,3,3,1
348,348,Kavya T.,18,4,1,2,1
349,349,Imran T.,39,6,1,4,1
350,350,Girish H.,38,2,1,1,1
351,351,Imran N.,28,1,1,1,1
352,352,Basava S.,70,5,1,4,2
353,353,Deepa T.,64,5,1,3,1
354,354,Girish G.,65,9,1,2,1
355,355,Kavya M.,51,5,2,1,2
356,356,Mahesh S.,35,4,2,3,2
357,357,Lokesh P.,29,1,1,3,1
358,358,Girish M.,35,2,1,1,1
359,359,Naveen B.,70,6,1,3,1
360,360,Yusuf B.,19,9,2,5,1
361,361,Shankar M.,25,3,1,2,1
362,362,Ramesh M.,43,4,2,3,1
363,363,Arjun D.,31,9,1,3,1
364,364,Ravi H.,43,5,1,5,1
365,365,Mallesh P.,36,1,1,4,2
366,366,Deepa D.,39,5,3,3,1
367,367,Imran D.,42,3,1,3,1
368,368,Arjun D.,62,3,1,1,1
369,369,Lokesh D.,25,7,1,1,1
370,370,Santosh K.,33,4,2,3,1
371,371,Shankar R.,26,8,1,3,1
372,372,Yusuf T.,59,7,1,3,1
373,373,Naveen N.,27,5,1,1,2
374,374,Naveen G.,29,7,1,5,1
375,375,Santosh V.,44,2,1,5,1
376,376,Suresh M.,65,6,2,4,1
377,377,Deepa D.,56,7,1,1,1
378,378,Nagaraj D.,54,7,2,2,1
379,379,Deepa S.,44,4,1,1,1
380,380,Mahesh T.,30,5,1,1,1
381,381,Naveen G.,48,3,1,1,1
382,382,Vinod V.,24,9,1,3,1
383,383,Lokesh V.,42,3,1,3,1
384,384,Kiran R.,44,7,1,4,1
385,385,Deepa M.,28,5,1,3,1
386,386,Mallesh N.,53,4,1,3,1
387,387,Yusuf V.,41,4,2,2,1
388,388,Nagaraj T.,62,7,1,4,1
389,389,Prakash P.,29,8,1,3,2
390,390,Ravi V.,24,6,1,4,1
391,391,Lokesh S.,48,4,2,4,2
392,392,Ravi R.,19,4,1,3,1
393,393,Naveen M.,41,8,2,2,2
394,394,Arjun D.,41,3,1,4,2
395,395,Girish B.,38,9,1,5,1
396,396,Nagaraj R.,62,6,1,1,1
397,397,Kiran M.,62,5,1,1,1
398,398,Deepa T.,37,6,1,3,1
399,399,Vinod V.,50,4,1,2,1
400,400,Mahesh D.,45,9,1,1,1
401,401,Mahesh V.,45,1,1,3,1
402,402,Manju P.,24,3,1,1,1
403,403,Anil V.,49,8,2,3,1
404,404,Anil N.,42,5,1,1,1
405,405,Arjun M.,35,8,1,2,1
406,406,Manju N.,43,5,2,3,1
407,407,Mallesh G.,40,7,1,4,2
408,408,Naveen M.,68,6,1,3,2
409,409,Shankar H.,70,2,1,3,2
410,410,Roopa M.,23,5,1,3,2
411,411,Arjun M.,40,5,2,3,2
412,412,Kiran B.,70,8,1,3,1
413,413,Kiran H.,25,4,1,4,1
414,414,Imran D.,58,1,1,3,2
415,415,Anil M.,47,4,1,1,2
416,416,Ravi S.,60,9,1,1,1
417,417,Manju T.,62,3,1,3,2
418,418,Girish M.,55,1,1,1,2
419,419,Basava N.,56,9,1,5,2
420,420,Imran V.,68,4,1,1,1
421,421,Lokesh T.,69,6,2,5,1
422,422,Naveen S.,66,2,2,2,1
423,423,Yusuf T.,31,1,1,3,1
424,424,Imran D.,27,9,1,1,2
425,425,Imran S.,35,4,1,3,1
426,426,Nagaraj G.,30,7,1,3,1
427,427,Girish G.,43,4,1,4,1
428,428,Manju S.,29,2,1,5,1
429,429,Shankar R.,51,3,1,4,1
430,430,Deepa D.,56,6,1,3,1
431,431,Lokesh G.,58,7,1,3,1
432,432,Shankar M.,18,8,1,3,1
433,433,Ravi K.,34,7,2,4,1
434,434,Anil N.,37,9,1,3,1
435,435,Deepa P.,62,2,2,4,1
436,436,Girish S.,43,7,1,4,1
437,437,Deepa S.,53,8,1,1,2
438,438,Anil P.,19,3,1,1,2
439,439,Prakash S.,70,7,1,3,2
440,440,Ravi N.,47,6,1,3,1
441,441,Nagaraj K.,24,5,1,3,1
442,442,Kiran M.,46,9,1,2,1
443,443,Suresh M.,21,9,1,1,1
444,444,Mallesh N.,41,7,1,3,2
445,445,Ramesh T.,46,2,1,1,1
446,446,Shankar K.,52,9,2,2,2
447,447,Vinod S.,42,6,5,1,1
448,448,Roopa K.,25,8,1,4,1
449,449,Vinod N.,49,6,1,1,1
450,450,Latha T.,20,2,1,1,1
451,451,Basava D.,41,8,3,3,1
452,452,Yusuf M.,22,7,5,3,2
453,453,Mahesh R.,47,2,3,3,1
454,454,Basava D.,55,9,1,4,1
455,455,Mallesh P.,65,6,2,4,1
456,456,Manju T.,40,5,2,3,2
457,457,Prakash H.,64,4,2,1,1
458,458,Deepa N.,54,8,1,3,2
459,459,Deepa S.,19,7,1,2,1
460,460,Basava P.,34,3,1,1,1
461,461,Latha D.,58,8,1,1,1
462,462,Manju P.,53,4,1,1,1
463,463,Shankar M.,32,4,2,4,1
464,464,Shankar N.,50,7,2,3,1
465,465,Yusuf M.,57,6,1,3,1
466,466,Naveen G.,31,6,1,1,1
467,467,Vinod M.,22,5,1,4,1
468,468,Vinod P.,30,5,3,3,1
469,469,Ramesh V.,19,3,1,3,1
470,470,Arjun N.,44,9,1,1,1
471,471,Anil G.,62,7,1,1,1
472,472,Santosh N.,51,8,2,3,1
473,473,Deepa T.,48,3,1,1,1
474,474,Shankar B.,57,1,2,3,2
475,475,Roopa N.,69,1,1,2,1
476,476,Imran G.,60,1,1,4,1
477,477,Vinod D.,25,6,1,3,1
478,478,Ravi V.,35,6,1,3,1
479,479,Kiran M.,44,6,1,3,2
480,480,Mahesh H.,18,6,1,4,2
481,481,Shankar N.,53,3,1,3,1
482,482,Shankar D.,59,8,2,4,2
483,483,Mallesh P.,34,7,1,3,1
484,484,Nagaraj N.,23,4,1,1,1
485,485,Yusuf B.,18,3,1,3,1
486,486,Vinod T.,41,6,1,3,1
487,487,Manju N.,68,8,1,3,2
488,488,Prakash B.,24,2,1,3,1
489,489,Santosh T.,55,1,2,1,1
490,490,Shankar G.,61,5,1,5,2
491,491,Naveen S.,54,5,1,1,1
492,492,Santosh M.,27,4,2,4,1
493,493,Santosh N.,67,9,1,1,2
494,494,Mahesh P.,62,7,2,2,1
495,495,Girish K.,29,3,1,3,2
496,496,Santosh K.,56,6,1,1,1
497,497,Imran V.,44,7,1,3,1
498,498,Kavya M.,58,7,4,1,1
499,499,Latha S.,42,1,2,1,1
500,500,Mahesh D.,24,9,1,3,1
501,501,Santosh M.,42,1,1,3,1
502,502,Imran P.,70,6,1,3,1
503,503,Arjun R.,34,2,1,1,1
504,504,Shankar N.,63,2,1,3,1
505,505,Deepa G.,48,8,1,3,1
506,506,Roopa T.,68,6,1,3,1
507,507,Kavya H.,33,1,1,1,1
508,508,Kavya V.,48,9,1,4,1
509,509,Imran D.,30,6,1,4,1
510,510,Deepa N.,58,2,3,2,1
511,511,Anil R.,31,2,1,4,1
512,512,Naveen H.,48,4,1,4,1
513,513,Basava K.,66,8,1,3,2
514,514,Ramesh S.,38,6,2,3,1
515,515,Nagaraj G.,70,1,1,1,1
516,516,Nagaraj R.,29,1,1,3,1
517,517,Deepa B.,68,3,1,3,1
518,518,Nagaraj S.,59,2,1,3,1
519,519,Naveen H.,47,9,1,4,1
520,520,Lokesh N.,28,1,1,2,1
521,521,Prakash H.,55,3,1,4,1
522,522,Arjun K.,65,5,2,1,2
523,523,Roopa D.,18,8,1,2,1
524,524,Santosh M.,65,3,1,2,1
525,525,Kiran B.,45,6,1,4,1
526,526,Imran R.,47,4,1,1,1
527,527,Mahesh G.,59,2,1,1,1
528,528,Lokesh T.,65,7,1,1,1
529,529,Suresh G.,36,2,1,3,1
530,530,Ramesh G.,68,1,1,3,1
531,531,Shankar H.,24,2,1,1,2
532,532,Imran G.,55,2,1,4,1
533,533,Nagaraj T.,35,4,1,3,2
534,534,Suresh V.,24,3,1,5,1
535,535,Suresh G.,70,6,1,3,2
536,536,Ramesh N.,46,4,1,3,2
537,537,Naveen N.,24,2,1,3,2
538,538,Latha N.,66,3,1,3,1
539,539,Nagaraj N.,57,2,1,5,1
540,540,Ravi V.,48,1,1,3,2
541,541,Mallesh R.,68,7,1,5,1
542,542,Prakash S.,19,3,1,1,1
543,543,Vinod P.,23,3,1,1,1
544,544,Naveen G.,37,3,2,3,1
545,545,Anil N.,36,8,1,3,1
546,546,Arjun D.,63,3,1,4,2
547,547,Ravi P.,24,2,1,3,1
548,548,Santosh G.,65,6,2,3,1
549,549,Naveen S.,42,6,1,4,2
550,550,Vinod G.,62,1,1,3,1
551,551,Latha B.,28,5,1,3,2
552,552,Suresh P.,48,8,1,4,1
553,553,Lokesh T.,38,4,1,1,1
554,554,Prakash S.,53,5,1,3,2
555,555,Ramesh D.,20,2,1,3,1
556,556,Girish N.,28,8,1,4,1
557,557,Imran G.,47,7,1,3,1
558,558,Lokesh G.,27,5,1,3,1
559,559,Vinod T.,61,1,1,3,1
560,560,Manju M.,19,3,2,1,1
561,561,Latha S.,27,5,1,2,1
562,562,Nagaraj D.,47,6,1,1,1
563,563,Kiran B.,64,3,1,1,1
564,564,Manju S.,55,9,2,3,1
565,565,Manju G.,38,2,1,4,1
566,566,Mallesh M.,30,8,1,5,1
567,567,Arjun B.,64,2,1,3,1
568,568,Arjun B.,49,1,1,3,1
569,569,Nagaraj G.,44,5,2,4,2
570,570,Arjun V.,64,2,1,4,1
571,571,Basava V.,25,9,1,3,1
572,572,Kavya B.,62,1,1,3,1
573,573,Vinod M.,46,8,1,4,1
574,574,Roopa V.,25,7,1,2,1
575,575,Girish H.,28,4,1,1,1
576,576,Yusuf B.,43,4,1,4,1
577,577,Mahesh B.,39,5,1,1,1
578,578,Mallesh R.,48,8,1,1,1
579,579,Mahesh H.,28,4,1,1,1
580,580,Yusuf D.,50,5,1,1,2
581,581,Deepa K.,37,1,1,4,1
582,582,Kavya K.,60,4,1,1,1
583,583,Nagaraj K.,36,2,1,3,1
584,584,Arjun D.,52,4,3,1,1
585,585,Mallesh G.,23,7,2,5,2
586,586,Mahesh H.,43,9,1,1,1
587,587,Shankar R.,66,3,1,3,1
588,588,Basava V.,55,2,1,3,2
589,589,Latha M.,23,3,1,3,1
590,590,Deepa P.,22,5,1,3,1
591,591,Arjun P.,33,8,1,4,1
592,592,Mahesh T.,45,7,1,3,1
593,593,Kiran M.,19,2,1,3,1
594,594,Deepa K.,25,4,1,3,1
595,595,Deepa M.,54,9,1,3,1
596,596,Yusuf S.,33,5,1,4,1
597,597,Girish T.,55,8,2,3,1
598,598,Ramesh V.,30,7,1,4,1
599,599,Imran V.,51,1,1,4,1
600,600,Manju N.,25,6,1,5,2
601,601,Anil P.,45,9,1,1,1
602,602,Basava H.,39,2,1,3,1
603,603,Santosh V.,33,6,1,4,1
604,604,Roopa H.,69,6,1,3,1
605,605,Manju R.,23,8,1,4,1
606,606,Imran H.,66,8,1,3,1
607,607,Kiran R.,56,1,1,1,2
608,608,Deepa P.,59,5,1,3,2
609,609,Ravi B.,49,8,1,3,1
610,610,Kiran G.,21,3,1,3,1
611,611,Arjun M.,40,6,1,3,1
612,612,Imran P.,45,7,1,4,2
613,613,Suresh N.,18,5,1,3,2
614,614,Roopa T.,41,7,3,1,2
615,615,Nagaraj G.,21,3,1,4,2
616,616,Prakash V.,48,6,1,4,2
617,617,Ramesh V.,69,5,1,3,1
618,618,Mallesh B.,60,9,1,2,1
619,619,Roopa N.,26,7,1,1,1
620,620,Yusuf T.,70,4,1,1,1
621,621,Naveen V.,33,7,1,1,1
622,622,Nagaraj V.,53,4,5,3,1
623,623,Shankar D.,20,5,1,3,2
624,624,Basava K.,50,4,1,4,2
625,625,Ravi D.,45,6,1,2,1
626,626,Latha T.,53,3,1,1,1
627,627,Girish R.,52,3,1,2,2
628,628,Mallesh M.,65,2,1,2,1
629,629,Imran M.,26,3,1,3,2
630,630,Shankar D.,26,4,1,5,1
631,631,Manju S.,51,3,2,3,1
632,632,Anil G.,66,3,1,4,2
633,633,Ramesh M.,39,3,1,3,1
634,634,Lokesh P.,53,5,1,3,1
635,635,Arjun K.,25,8,1,1,1
636,636,Yusuf R.,63,9,1,3,1
637,637,Yusuf S.,31,1,1,3,1
638,638,Vinod S.,45,3,1,4,2
639,639,Latha H.,59,7,1,4,2
640,640,Santosh H.,57,2,2,2,1
641,641,Kavya B.,24,9,1,2,1
